cus_CustomerCode,cus_Gender,cus_MartialTypeId,cus_Dependants,cus_CurrenResTypeId,cus_CurrenStyYear,app_CustBankClosBal,app_CustAssetValue,app_CustProductCatTypeId,app_CustBrandTypeId,app_CustIndustryTypeId,app_CustTenure,app_CustInstalCount,app_CustChasAsset,app_CustChasInitial,app_CustChasFinance,app_CustFinanInterest,app_CustEMI,app_CustTotInflow,Score,AnotherScore,cus_Age,Loan_to_Value,Asset_Financed,Gross Income,Banking,Employment_Stabilty,Age_Martial,Geo_Limit,Label
APTW180620,M,2750,0,2755,50,0,0,1541,1542,1783,24,24,62755,12755,50000,12.0,2583,2500,1.0,923,51,120,100,100,100,-80,80,1,Pay
APTW180316,M,2750,0,2755,30,0,0,1541,935,1783,18,16,74785,20785,54000,11.8,3972,2300,746.0,951,32,120,50,100,100,100,120,1,Pay
APTW181173,M,2750,0,2755,10,0,0,1541,1360,1783,12,11,72000,11500,60500,11.75,6146,1300,1.0,884,24,120,100,100,100,-80,120,1,Pay
APTW181544,M,2750,0,2755,20,0,0,1541,1544,1783,24,23,83851,12851,71000,11.75,3812,2300,710.0,900,27,120,100,100,100,-80,120,0,Pay
APTW179562,M,2750,0,2756,2,0,0,1541,1544,1783,24,23,73000,10600,62400,11.8,3353,2300,1.0,907,39,100,100,100,100,100,120,0,Pay
APTW181472,F,2750,0,2755,25,0,0,1541,1542,1783,12,11,68000,10000,58000,11.75,5892,2300,1.0,884,27,100,100,100,100,-80,120,1,Pay
APTW182423,M,2750,0,2755,2,0,0,1541,1542,1783,24,23,72500,18500,54000,11.76,2900,1300,1.0,923,48,120,100,100,100,100,120,0,Pay
APTW181202,F,2750,0,2755,20,0,0,1541,1360,1783,24,24,71000,10000,61000,11.8,3142,2300,1.0,923,53,100,100,100,100,100,80,0,Pay
APTW180279,M,2750,0,2755,26,0,0,1541,1542,1783,18,17,61852,15152,46700,11.8,3233,2500,1.0,907,38,120,100,100,100,80,120,1,Pay
APTW180875,M,2750,0,2755,25,0,0,1541,1360,1783,30,30,66250,9250,57000,11.75,2458,3000,1.0,904,37,100,100,100,100,80,120,0,Pay
APTW180493,M,2750,0,2755,20,0,0,1541,1360,603,24,23,70095,17095,53000,11.8,2848,2300,1.0,884,21,120,100,100,100,-80,120,0,Pay
APTW180238,M,2750,0,2755,15,0,0,1541,1542,1783,36,36,61852,3852,58000,13.0,2239,2500,1.0,907,42,50,100,100,100,-80,120,0,Pay
APTW179601,M,2750,0,2755,10,0,0,1541,1360,1783,18,17,81058,16158,64900,12.0,4505,2500,1.0,888,35,120,100,100,100,80,120,0,Pay
APTW181711,M,2750,0,2755,24,0,0,1541,1360,1783,24,23,98000,22000,76000,11.25,4048,1300,1.0,884,25,120,100,100,100,80,120,1,Pay
APTW181042,M,2750,0,2755,10,0,0,1541,1360,1783,24,23,77300,11800,65500,12.5,3560,2800,1.0,907,43,120,100,100,100,-80,120,0,Pay
APTW179972,M,2750,0,2756,10,0,0,1541,1360,1783,12,12,72000,12000,60000,13.0,5650,2300,1.0,884,23,120,100,100,100,100,120,0,Pay
APTW181509,M,2750,0,2756,2,0,0,1541,1542,1782,24,23,70866,6866,64000,11.75,3437,2300,706.0,838,30,50,100,100,100,-80,120,1,Pay
APTW179973,M,2750,0,2755,30,0,0,1541,1360,1783,30,29,67500,10000,57500,12.0,2578,1500,606.0,884,32,100,100,100,100,100,120,0,Pay
APTW181547,F,2750,0,2756,5,0,0,1541,1360,877,24,23,81597,10597,71000,12.48,3857,2800,1.0,907,45,100,100,100,100,-80,120,0,Pay
APTW181876,M,2750,0,2755,10,0,0,1541,1647,603,30,30,58742,8742,50000,11.25,2135,2300,1.0,923,49,100,50,100,100,100,120,1,Pay
APTW179891,M,2750,0,2755,3,0,0,1541,1542,603,30,28,76800,4800,72000,11.8,3330,2300,735.0,864,39,50,100,100,100,-80,120,0,Pay
APTW179756,F,2750,0,2755,10,0,0,1541,1360,1783,24,23,75756,12756,63000,12.5,3424,2800,1.0,884,24,120,100,100,100,-80,120,1,Pay
APTW181135,M,2750,0,2756,3,0,0,1541,1360,1783,30,30,75000,9000,66000,11.8,2849,1300,1.0,888,34,100,100,100,80,100,120,0,Pay
APTW179758,M,2750,0,2755,10,0,0,1541,1542,1783,23,23,73500,12500,61000,11.75,3249,1300,1.0,923,54,120,100,100,100,100,80,1,Pay
APTW179797,M,2750,0,2755,8,0,0,1541,1542,1783,24,23,75890,15890,60000,11.75,3222,1500,1.0,888,30,120,100,100,100,-80,120,1,Pay
APTW180331,F,2750,0,2755,30,0,0,1541,1360,1783,18,17,70513,7013,63500,11.8,4396,2700,758.0,838,36,50,100,100,100,100,120,1,Pay
APTW181569,M,2750,0,2755,10,0,0,1541,1542,1783,24,23,72609,5700,66909,12.0,3607,2300,692.0,884,35,50,100,100,100,80,120,0,Pay
APTW182511,M,2750,0,2755,10,0,0,1541,1360,1783,24,23,81029,12029,69000,11.75,3705,2800,732.0,832,23,100,100,100,100,-80,120,0,Pay
APTW182723,M,2750,2,2755,19,1000,0,1541,1360,1783,24,24,60500,4500,56000,14.0,2987,0,,,42,50,100,-50,100,80,100,0,Pay
APTW181589,M,2750,0,2755,20,0,0,1541,1360,1783,24,23,76500,11500,65000,11.8,3493,2300,483.0,938,23,120,100,100,100,-80,120,1,Pay
APTW179458,M,2750,0,2755,40,0,0,1541,1360,1782,30,29,73200,9200,64000,11.0,2814,2300,1.0,907,40,100,100,100,100,80,120,0,Pay
APTW180332,M,2750,0,2755,10,0,0,1541,1542,1783,24,23,70727,5700,65027,12.0,3506,2300,1.0,888,31,50,100,100,100,-80,120,1,Pay
APTW181401,F,2750,0,2755,6,0,0,1541,1542,1783,24,22,77200,12400,64800,11.8,3641,2300,1.0,888,31,120,100,100,100,80,120,1,Pay
APTW181663,M,2750,0,2755,14,0,0,1541,1542,877,24,24,64589,10589,54000,13.0,2835,2500,657.0,884,33,120,100,100,100,100,120,0,Pay
APTW006835,M,2750,2,2755,6,1000,0,1541,1360,1783,24,24,79984,14984,65000,13.0,3413,1200,757.0,925,49,120,100,100,100,80,100,1,Not Pay
APTW132306,F,2750,4,2755,20,2000,0,1541,1542,1783,24,24,66324,6632,59692,13.0,3134,2300,1.0,884,26,50,100,100,100,-80,100,0,Not Pay
APTW146237,M,2750,0,2755,14,0,0,1541,1360,877,18,18,74500,19500,55000,13.0,3651,2700,573.0,951,39,120,100,100,100,-80,120,1,Not Pay
APTW146273,M,2750,0,2755,23,0,0,1541,1360,1782,12,12,54281,22281,32000,13.0,3013,2300,710.0,900,25,120,100,100,100,80,120,0,Not Pay
APTW146875,M,2750,0,2755,22,0,0,1541,1360,1783,24,24,72000,14500,57500,11.5,2947,1300,1.0,884,25,120,100,100,100,80,120,1,Not Pay
APTW147191,M,2750,0,2755,33,0,0,1541,1360,1783,24,24,72500,12700,59800,13.0,3140,2300,1.0,923,59,120,100,100,100,100,80,0,Not Pay
APTW147204,M,2750,0,2755,33,0,0,1541,1542,1783,24,24,73300,23300,50000,11.05,2544,1300,1.0,884,25,120,100,100,100,-80,120,0,Not Pay
APTW147338,F,2750,0,2755,30,0,0,1541,1542,1783,24,23,68500,13700,54800,11.5,2931,1300,1.0,888,36,120,100,100,100,100,120,0,Not Pay
APTW147361,M,2750,0,2755,29,0,0,1541,1360,1782,30,30,98000,28100,69900,13.0,3087,3300,1.0,888,32,120,100,100,100,100,120,1,Not Pay
APTW147518,F,2750,0,2755,5,0,0,1541,1360,1782,24,24,78000,16000,62000,13.0,3255,2300,1.0,888,36,120,100,100,100,-80,120,0,Not Pay
APTW147689,F,2750,0,2755,35,0,0,1541,935,1782,24,24,55000,8000,47000,12.98,2467,2300,1.0,923,54,100,50,100,100,100,80,0,Not Pay
APTW147821,M,2750,0,2755,42,0,0,1541,1542,1783,24,23,66300,14000,52300,11.58,2801,1300,696.0,903,45,120,100,100,100,100,120,0,Not Pay
APTW147932,M,2750,0,2755,2,0,0,1541,1542,1783,24,24,66060,14060,52000,12.5,2708,1500,1.0,884,24,120,100,100,100,100,120,1,Not Pay
APTW148039,M,2750,0,2755,32,0,0,1541,1542,1783,30,29,68500,13700,54800,11.5,2433,1300,1.0,887,34,120,100,100,100,100,120,0,Not Pay
APTW148326,M,2750,0,2755,37,0,0,1541,1542,1783,24,24,69000,14700,54300,13.0,2851,2300,1.0,907,40,120,100,100,100,100,120,1,Not Pay
APTW148519,M,2750,0,2755,25,0,0,1541,935,1783,24,24,69000,11000,58000,13.0,3045,2300,1.0,888,30,120,50,100,100,-80,120,1,Not Pay
APTW148556,M,2750,0,2755,25,0,0,1541,935,877,24,24,69000,19000,50000,13.0,2625,2300,1.0,884,28,120,50,100,100,100,120,1,Not Pay
APTW148598,M,2750,0,2755,5,0,0,1541,1360,1783,24,23,74000,21700,52300,11.5,2797,1300,1.0,888,30,120,100,100,100,100,120,0,Not Pay
APTW148653,M,2750,0,2756,25,0,0,1541,1360,1783,12,11,73200,25200,48000,11.8,4879,2300,560.0,974,52,120,100,100,100,-80,80,1,Not Pay
APTW148726,M,2750,0,2755,40,0,0,1541,1542,877,24,22,68000,10200,57800,11.8,3247,2300,1.0,888,32,100,100,100,100,-80,120,0,Not Pay
APTW149038,M,2750,0,2755,35,0,0,1541,1542,1783,24,24,69000,15000,54000,13.0,2835,2300,1.0,888,38,120,100,100,100,-80,120,1,Not Pay
APTW149093,M,2750,0,2755,33,0,0,1541,1360,1783,30,30,68200,14200,54000,13.0,2385,2500,1.0,888,34,120,100,100,100,80,120,0,Not Pay
APTW149144,F,2750,0,2755,20,0,0,1541,1544,1783,24,24,70870,14870,56000,13.0,2940,2300,1.0,888,34,120,100,100,100,100,120,0,Not Pay
APTW149205,M,2750,0,2755,15,0,0,1541,1544,1783,12,12,79506,49506,30000,12.0,2800,2300,1.0,888,38,120,100,100,100,-80,120,1,Not Pay
APTW149325,M,2750,0,2755,22,0,0,1541,1360,1783,24,24,68000,12500,55500,12.0,2868,3000,1.0,884,24,120,100,100,100,-80,120,1,Not Pay
APTW149348,M,2750,0,2755,6,0,0,1541,935,1783,24,24,50000,10000,40000,13.0,2100,3300,1.0,907,40,120,50,100,100,100,120,1,Not Pay
APTW149553,M,2750,0,2755,2,0,0,1541,1360,1782,24,23,74202,12202,62000,11.75,3329,3400,1.0,888,31,120,100,100,100,-80,120,1,Not Pay
APTW149582,M,2750,0,2755,30,0,0,1541,1360,1783,24,24,86500,21500,65000,13.0,3413,2300,1.0,888,36,120,100,100,100,80,120,1,Not Pay
APTW149587,M,2750,0,2755,32,0,0,1541,1360,1783,24,24,86500,21500,65000,13.0,3413,2300,1.0,888,39,120,100,100,100,100,120,0,Not Pay
APTW149652,M,2750,0,2755,27,0,0,1541,1360,1782,30,30,95000,15000,80000,13.0,3533,1300,1.0,960,29,120,100,100,100,80,120,0,Not Pay
APTW149656,F,2750,0,2755,14,0,0,1541,1360,603,24,24,76123,20123,56000,13.0,2940,2500,1.0,888,34,120,100,100,100,80,120,0,Not Pay
APTW149944,M,2750,0,2755,2,0,0,1541,1542,1782,24,24,74100,21100,53000,12.5,2760,1500,1.0,888,29,120,100,100,100,-80,120,0,Not Pay
APTW150126,M,2750,0,2755,40,0,0,1541,1542,877,24,24,73000,8200,64800,13.0,3402,2500,1.0,888,38,100,100,100,100,100,120,1,Not Pay
APTW150127,M,2750,0,2756,8,0,0,1541,1360,1783,24,24,71470,11470,60000,13.0,3150,3800,1.0,888,31,120,100,100,100,80,120,0,Not Pay
APTW150135,M,2750,0,2755,25,0,0,1541,1542,1783,24,23,73500,20700,52800,11.5,2824,1300,556.0,887,28,120,100,100,100,80,120,1,Not Pay
APTW150137,M,2750,0,2755,33,0,0,1541,1542,1783,24,23,75330,11830,63500,11.5,3396,2300,701.0,884,34,120,100,100,100,80,120,0,Not Pay
APTW150147,F,2750,0,2755,14,0,0,1541,1542,1783,24,24,60286,13286,47000,13.0,2468,2500,1.0,888,29,120,100,100,100,-80,120,0,Not Pay
APTW150171,F,2750,0,2756,2,0,0,1541,1360,1783,24,23,74500,13500,61000,10.75,3222,1000,1.0,887,36,120,100,70,100,-80,120,1,Not Pay
APTW150208,M,2750,0,2755,33,0,0,1541,1360,1783,24,23,69500,13900,55600,11.47,2972,1300,629.0,983,29,120,100,100,100,100,120,1,Not Pay
APTW150209,M,2750,0,2755,33,0,0,1541,1360,1783,24,24,75000,14500,60500,13.0,3176,3300,1.0,884,26,120,100,100,100,-80,120,1,Not Pay
APTW150211,F,2750,0,2755,30,0,0,1541,1360,1782,36,35,70280,10780,59500,10.75,2248,1500,1.0,887,30,120,100,100,100,80,120,1,Not Pay
APTW150275,F,2750,0,2755,15,0,0,1541,1542,1783,24,23,73500,11500,62000,12.5,3370,1800,1.0,888,29,120,100,100,100,-80,120,0,Not Pay
APTW150339,M,2750,0,2755,14,0,0,1541,1542,1782,18,18,60286,24286,36000,13.0,2390,2500,1.0,888,29,120,100,100,100,100,120,0,Not Pay
APTW150366,M,2750,0,2755,14,0,0,1541,1542,1782,24,24,60286,13286,47000,12.99,2467,2500,1.0,884,26,120,100,100,100,80,120,0,Not Pay
APTW150393,M,2750,0,2755,27,0,0,1541,1360,1783,24,24,63000,13000,50000,11.5,2563,1300,1.0,888,30,120,100,100,100,80,120,1,Not Pay
APTW150397,M,2750,0,2755,30,0,0,1541,1542,1782,24,24,79300,22300,57000,12.5,2969,1500,1.0,888,29,120,100,100,100,-80,120,1,Not Pay
APTW150488,M,2750,0,2756,33,0,0,1541,1542,1783,24,24,63840,9640,54200,12.98,2845,2800,1.0,907,44,120,100,100,100,80,120,0,Not Pay
APTW150489,M,2750,0,2755,7,0,0,1541,1360,1783,24,24,66500,13800,52700,13.0,2767,2300,1.0,888,30,120,100,100,100,80,120,1,Not Pay
APTW150496,M,2750,0,2755,23,0,0,1541,1360,1783,24,23,77000,12500,64500,11.5,3449,1300,559.0,884,31,120,100,100,100,-80,120,1,Not Pay
APTW150499,M,2750,0,2755,32,0,0,1541,1360,1783,24,24,68500,11000,57500,13.0,3019,2300,1.0,888,35,120,100,100,100,100,120,1,Not Pay
APTW150504,F,2750,0,2755,20,0,0,1541,1360,877,24,24,108600,38600,70000,12.0,3617,2300,1.0,884,26,120,100,100,100,80,120,1,Not Pay
APTW150617,M,2750,0,2755,14,0,0,1541,1542,1782,24,24,60286,12286,48000,13.0,2520,2500,1.0,907,42,120,100,100,100,-80,120,0,Not Pay
APTW150683,M,2750,0,2755,20,0,0,1541,1360,877,30,27,99500,29700,69800,11.8,3348,3300,666.0,884,38,120,100,100,100,80,120,0,Not Pay
APTW150707,F,2750,0,2755,18,0,0,1541,1360,877,24,24,74328,12328,62000,13.0,3255,2800,701.0,904,31,120,100,100,100,100,120,1,Not Pay
APTW150792,M,2750,0,2755,13,0,0,1541,1360,1783,12,12,96800,26800,70000,13.0,6592,2500,1.0,888,36,120,100,100,100,-80,120,1,Not Pay
APTW150834,F,2750,0,2756,20,0,0,1541,1542,1783,24,24,68000,14800,53200,12.5,2771,2500,1.0,907,39,120,100,100,100,100,120,0,Not Pay
APTW150941,F,2750,0,2755,20,0,0,1541,1542,1783,36,35,73000,15200,57800,11.48,2220,1300,1.0,884,25,120,100,100,100,100,120,0,Not Pay
APTW150954,M,2750,0,2755,34,0,0,1541,1360,1783,24,24,86500,16500,70000,13.0,3675,2300,1.0,888,38,120,100,100,100,-80,120,1,Not Pay
APTW151042,M,2750,0,2755,30,0,0,1541,1542,1783,30,30,74140,11140,63000,12.0,2730,2500,710.0,966,34,120,100,100,100,-80,120,1,Not Pay
APTW151095,M,2750,0,2755,33,0,0,1541,1542,1783,24,23,69300,11130,58170,12.5,3161,1800,1.0,888,35,120,100,100,100,100,120,0,Not Pay
APTW151223,M,2750,0,2755,33,0,0,1541,1360,1783,18,17,69262,12262,57000,11.0,3906,2800,1.0,884,24,120,100,100,100,-80,120,0,Not Pay
APTW151364,M,2750,0,2755,10,0,0,1541,1360,603,24,24,76514,23514,53000,13.0,2783,1500,1.0,888,28,120,100,100,100,100,120,0,Not Pay
APTW151366,F,2750,0,2755,30,0,0,1541,1360,1783,12,11,71000,49500,21500,11.5,2179,1300,1.0,923,49,120,100,100,100,80,120,1,Not Pay
APTW151367,M,2750,0,2755,33,0,0,1541,1542,1783,24,23,59600,8600,51000,12.5,2772,1800,1.0,884,21,100,100,100,100,-80,120,0,Not Pay
APTW151545,F,2750,0,2755,50,0,0,1541,1360,1783,18,17,64500,9500,55000,12.25,3830,1500,3.0,934,48,100,100,100,100,-80,120,0,Not Pay
APTW151557,M,2750,0,2755,6,0,0,1541,1547,1783,12,12,145000,75000,70000,13.0,6592,1300,668.0,960,26,120,50,100,100,100,120,0,Not Pay
APTW151700,M,2750,0,2755,10,0,0,1541,935,1783,12,12,50000,35000,15000,10.77,1385,2300,1.0,884,24,120,50,100,100,100,120,0,Not Pay
APTW151701,M,2750,0,2755,30,0,0,1541,1360,1783,24,24,90080,21080,69000,11.5,3536,2300,1.0,888,36,120,100,100,100,80,120,1,Not Pay
APTW152090,M,2750,0,2755,10,0,0,1541,1360,1783,12,11,76540,47540,29000,10.75,2920,2800,1.0,884,21,120,100,100,100,100,120,1,Not Pay
MHSV019536,M,2750,0,2755,5,0,0,1541,1647,1782,24,24,69404,3470,65934,13.8,3505,200,677.0,951,40,50,50,-50,100,80,120,1,Not Pay
MHSV022405,M,2750,1,2756,6,0,0,1541,935,1782,36,36,69437,8437,61000,11.3,2269,1000,694.0,687,37,100,50,70,100,80,100,0,Not Pay
ATTW154548,F,2750,0,2755,43,0,0,1541,1360,1783,30,30,76000,12500,63500,13.0,2805,1300,1.0,923,56,120,100,100,100,-80,80,0,Not Pay
ATTW154952,M,2750,0,2755,56,1200,0,1541,935,1783,18,17,68508,15808,52700,12.53,3683,1200,1.0,923,58,120,50,100,100,100,80,1,Not Pay
ATTW155204,M,2750,0,2755,15,1200,0,1541,1360,1783,12,10,77445,35445,42000,10.85,4656,1000,1.0,884,24,120,100,70,100,-80,120,0,Not Pay
ATTW155750,M,2750,2,2755,10,1000,0,1541,1542,1783,18,18,75771,19611,56160,12.82,3720,1300,665.0,863,53,120,100,100,100,-80,60,0,Not Pay
ATTW156289,M,2750,0,2755,10,1000,0,1541,1360,1783,12,12,80000,18700,61300,13.01,5773,1300,1.0,884,25,120,100,100,100,100,120,0,Not Pay
ATTW156376,F,2750,2,2755,0,0,0,1541,1360,1783,24,24,55894,2894,53000,14.0,2827,0,,,21,50,100,-50,100,100,100,0,Not Pay
ATTW156381,F,2750,2,2755,0,0,0,1541,1360,1783,18,18,55894,2894,53000,14.0,3563,0,,,27,50,100,-50,100,-80,100,0,Not Pay
ATTW156434,M,2750,0,2755,30,1200,0,1541,1542,1783,30,30,69897,6397,63500,13.0,2805,1300,741.0,909,32,50,100,100,100,-80,120,1,Not Pay
ATTW156543,F,2750,5,2755,20,10000,0,1541,1360,1783,24,24,94000,47000,47000,14.0,2507,0,,,33,120,100,-50,-100,-80,100,1,Not Pay
ATTW156690,M,2750,0,2755,12,10000,0,1541,1360,1783,18,18,73361,22361,51000,14.0,3428,0,,,20,120,100,-50,-100,100,0,0,Not Pay
ATTW156778,M,2750,2,2755,10,1000,0,1541,935,1783,24,24,74246,9246,65000,13.0,3413,1500,1.0,888,31,100,50,100,100,100,100,1,Not Pay
ATTW157014,M,2750,0,2755,20,0,0,1541,1542,1783,24,24,68138,9638,58500,13.0,3071,1202,656.0,832,26,100,100,100,100,-80,120,0,Not Pay
ATTW157050,M,2750,0,2755,10,1000,0,1541,1360,1783,24,22,73238,14666,58572,11.8,3291,1300,539.0,809,27,120,100,100,100,-80,120,0,Not Pay
ATTW157224,F,2750,0,2755,15,1200,0,1541,1542,1783,24,23,58589,6739,51850,13.0,2840,1200,588.0,928,44,100,100,100,100,100,120,1,Not Pay
ATTW157243,M,2750,0,2756,4,1000,0,1541,1542,1783,30,30,79800,8300,71500,13.0,3158,1000,763.0,906,28,100,100,70,100,80,120,1,Not Pay
ATTW157255,M,2750,2,2755,10,0,0,1541,1542,1783,24,23,73352,11252,62100,13.0,3402,1200,1.0,888,37,120,100,100,100,-80,100,0,Not Pay
ATTW157307,M,2750,2,2755,0,0,0,1541,1542,1783,24,24,58800,3300,55500,14.0,2960,0,,,33,50,100,-50,100,100,100,1,Not Pay
ATTW157409,M,2750,0,2755,22,10000,0,1541,1542,603,19,18,75000,15000,60000,14.0,4033,0,,,25,120,100,-50,-100,100,120,0,Not Pay
ATTW157423,F,2750,2,2755,20,0,0,1541,1542,1783,30,29,69960,7960,62000,14.0,2886,1200,701.0,807,35,100,100,100,100,-80,100,1,Not Pay
ATTW157483,M,2750,0,2755,31,10000,0,1541,1476,1783,18,18,70592,11592,59000,14.0,3966,0,,,34,120,-100,-50,-100,80,120,1,Not Pay
ATTW157512,M,2750,0,2755,15,1200,0,1541,1360,1783,12,10,71342,11142,60200,10.88,6675,1200,645.0,974,56,120,100,100,100,-80,80,1,Not Pay
ATTW157514,M,2750,0,2755,39,10000,0,1541,1542,1783,18,18,70592,10592,60000,14.0,4033,0,,,41,120,100,-50,-100,100,120,0,Not Pay
ATTW157527,M,2750,0,2755,10,1000,0,1541,1542,1783,24,24,78240,13340,64900,13.0,3407,1300,647.0,968,45,120,100,100,100,80,120,1,Not Pay
ATTW157567,F,2750,0,2756,3,1000,0,1541,1360,1783,24,24,82017,14017,68000,11.8,3502,1500,1.0,883,24,120,100,100,80,-80,120,0,Not Pay
ATTW157573,M,2750,0,2755,15,1200,0,1541,1542,1783,24,23,69960,10460,59500,13.0,3260,1200,696.0,903,42,100,100,100,100,80,120,0,Not Pay
ATTW157631,M,2750,0,2755,15,1200,0,1541,1360,1783,12,12,76500,6100,70400,13.0,6629,1200,1.0,884,24,50,100,100,100,100,120,1,Not Pay
ATTW157636,F,2750,1,2755,12,1200,0,1541,1542,1783,24,24,77191,11191,66000,14.0,3520,550,735.0,934,55,100,100,50,100,100,60,1,Not Pay
ATTW157652,M,2750,2,2755,23,0,0,1541,1542,1783,12,10,65602,30062,35540,10.0,3909,1200,1.0,884,23,120,100,100,100,100,100,1,Not Pay
ATTW157669,M,2750,0,2756,2,1000,0,1541,935,1782,24,24,74645,10845,63800,12.91,3345,1300,544.0,951,45,100,50,100,100,-80,120,0,Not Pay
APTW020979,M,2750,0,2755,45,1000,0,1541,935,879,24,24,78181,26181,52000,11.2,2652,1800,,,31,120,50,100,100,100,120,1,Not Pay
APTW058164,M,2750,0,2755,20,3000,0,1541,1544,879,18,18,60130,17630,42500,10.0,2715,2000,,,25,120,100,100,-100,-80,120,0,Not Pay
APTW067164,M,2750,2,2755,20,4000,0,1541,816,1783,24,24,56841,14841,42000,11.0,2135,2000,1.0,884,28,120,-100,100,-100,80,100,1,Not Pay
APTW069303,M,2750,2,2755,25,1500,0,1541,1360,1783,24,24,60900,18900,42000,11.0,2135,2000,1.0,907,44,120,100,100,100,80,100,1,Not Pay
APTW078536,M,2750,0,2755,26,13625,0,1541,816,1783,24,24,85800,23700,62100,11.75,3196,1800,1.0,888,36,120,-100,100,-100,-80,120,0,Not Pay
APTW078697,M,2750,0,2755,20,5000,0,1541,1544,603,24,24,69000,21000,48000,12.0,2480,2000,1.0,888,34,120,100,100,-100,100,120,0,Not Pay
APTW078518,M,2750,0,2755,19,5000,0,1541,1544,1782,24,23,62517,9017,53500,11.25,2849,1800,1.0,888,33,100,100,100,-100,80,120,1,Not Pay
APTW095871,M,2750,0,2755,15,6500,0,1541,1544,603,24,24,71505,21505,50000,12.0,2583,1800,1.0,888,30,120,100,100,-100,100,120,1,Not Pay
APTW007058,F,2750,0,2756,10,500,0,1541,935,879,18,18,58572,21572,37000,13.5,2472,1500,,,32,120,50,100,100,80,120,1,Not Pay
APTW062091,M,2750,0,2755,15,2500,0,1541,1542,603,24,24,58935,16700,42235,10.0,2112,2000,1.0,907,49,120,100,100,-100,100,120,0,Not Pay
APTW097912,M,2750,0,2755,35,0,0,1541,1360,877,18,18,69200,19200,50000,13.0,3319,1800,728.0,900,29,120,100,100,100,100,120,1,Not Pay
APTW068279,M,2750,2,2755,25,1500,0,1541,1542,1783,24,23,63453,13953,49500,12.0,2669,2000,1.0,888,35,120,100,100,100,80,100,0,Not Pay
APTW077403,M,2750,0,2755,19,5000,0,1541,1542,603,24,24,60700,16300,44400,11.75,2285,1800,1.0,888,37,120,100,100,-100,-80,120,1,Not Pay
APTW098918,M,2750,0,2755,20,2500,0,1541,1542,1783,24,24,56497,16497,40000,13.0,2100,2000,,,24,120,100,100,-100,80,120,0,Not Pay
APTW073818,M,2750,0,2755,25,4500,0,1541,816,603,24,24,86200,26200,60000,12.0,3100,2000,1.0,884,25,120,-100,100,-100,100,120,1,Not Pay
APTW091888,M,2750,0,2756,3,0,0,1541,1542,877,30,30,64655,13000,51655,12.0,2238,2000,1.0,884,29,120,100,100,80,100,120,0,Not Pay
APTW119180,M,2750,0,2755,24,1500,0,1541,1360,603,24,24,74500,22500,52000,13.0,2730,2000,1.0,884,27,120,100,100,100,-80,120,1,Not Pay
APTW093165,M,2750,0,2755,25,0,0,1541,1542,877,30,30,65800,5300,60500,11.51,2597,2000,1.0,884,29,50,100,100,100,-80,120,1,Not Pay
APTW093568,M,2750,0,2755,18,1000,0,1541,1544,1783,24,24,74000,28000,46000,12.0,2377,2000,1.0,884,22,120,100,100,100,100,120,1,Not Pay
APTW119680,M,2750,0,2756,10,0,0,1541,816,1783,24,24,90100,27030,63070,13.0,3311,2300,1.0,909,40,120,-100,100,100,100,120,0,Not Pay
APTW114874,M,2750,0,2755,9,4500,0,1541,816,1783,30,30,54000,11500,42500,13.5,1895,1800,710.0,904,30,120,-100,100,-100,80,120,1,Not Pay
APTW114953,M,2750,0,2756,9,5000,0,1541,1544,603,30,30,68000,10200,57800,12.0,2505,1000,,,32,100,100,70,-100,-80,120,0,Not Pay
APTW123758,M,2750,0,2755,17,4500,0,1541,1542,1783,24,23,65400,8500,56900,12.5,3092,1800,1.0,864,43,100,100,100,-100,80,120,0,Not Pay
APTW106140,F,2750,0,2755,10,0,0,1541,1542,1783,12,11,62415,14200,48215,11.0,4865,1800,1.0,888,32,120,100,100,100,80,120,1,Not Pay
APTW115169,M,2750,0,2755,10,0,0,1541,1542,603,24,24,64970,9970,55000,13.0,2888,1000,1.0,884,24,120,100,70,100,100,120,1,Not Pay
APTW031157,M,2750,0,2755,25,1000,0,1541,1542,879,24,24,58722,15372,43350,11.0,2204,2000,,,32,120,100,100,100,80,120,1,Not Pay
APTW075183,F,2750,0,2756,8,6000,0,1541,1542,1783,24,24,59958,6958,53000,8.99,2605,2500,1.0,907,45,100,100,100,-100,-80,120,0,Not Pay
APTW115599,F,2750,0,2755,15,0,0,1541,1360,877,24,24,74000,24100,49900,13.0,2620,2200,1.0,888,32,120,100,100,100,100,120,0,Not Pay
APTW085592,M,2750,0,2755,20,15400,0,1541,935,1783,24,24,61750,12100,49650,11.75,2555,1800,1.0,888,32,120,50,100,-100,100,120,1,Not Pay
APTW102149,M,2750,0,2755,5,5000,0,1541,1547,603,24,24,107000,31200,75800,11.75,3901,1800,1.0,888,30,120,50,100,-100,80,120,0,Not Pay
APTW121510,M,2750,0,2755,6,0,0,1541,1360,877,24,24,70000,16000,54000,13.0,2835,2300,1.0,888,37,120,100,100,100,-80,120,1,Not Pay
APTW128849,M,2750,0,2756,7,0,0,1541,1360,1783,24,23,66000,14000,52000,11.75,2792,1200,1.0,967,43,120,100,100,100,100,120,0,Not Pay
APTW076479,M,2750,2,2755,21,0,0,1541,1542,877,24,24,68755,10755,58000,12.0,2997,2300,1.0,884,26,120,100,100,100,-80,100,1,Not Pay
